_id,name,bID,address,tel,category,mainMn,price,menu,opngTm,rating,rvwCnt,img,tags
211,화규,,서울시 마포구 서교동 396-24,02-444-4442,고기 요리,안심 (120g),32000,"안심 (120g):32,000원//토시살 (120g):25,000원//안창살 (120g):31,000원/",17:00 - 24:00,4.2,14,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/711981_1487407542030851.jpg,"고기, 나이, 하이볼, 쇠고기, 멜트"
212,레인드롭,,서울시 성북구 동선동2가 124,02-921-4014,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-금: 11:00 - 23:00 토-일: 12:00 - 23:00,3.5,14,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/432431_1467307594065118.jpg,"표면, 티라미수, 카푸치노, 프레즐, 머링게"
213,마장황소곱창,,서울시 성동구 행당동 192-30,02-2292-9786,고기 요리,업데이트 준비중입니다.,"25,000원","소곱창:25,000원//대창:21,000원//막창:21,000원//벌집양:21,000원//양깃머리:26,000원//",업데이트 준비중입니다.,4.2,9,https://mp-seoul-image-production-s3.mangoplate.com/41283/116586_1595172642415_59445,"성서, 성서, 굴창, 코쿠, 왕십리"
214,성북동디너쑈,,서울시 성북구 성북동1가 35-43,02-741-3335,퓨전 한식,해물떡볶이,"24,000원","해물떡볶이:24,000원//리코타치즈샐러드:18,000원//차돌부추샐러드:20,000원//마르게리타:26,000원//고르곤졸라:26,000원//",11:00 - 22:00,3.6,20,https://mp-seoul-image-production-s3.mangoplate.com/192910/75402_142769287429812467,"피자, 아름다운, 바다 음식, 음식, 맛있는 음식"
215,지로우라멘,,서울시 마포구 서교동 343-13 1F,02-323-3225,라멘 / 소바 / 우동,지로우라멘,8000,"지로우라멘:8,000원//폭탄라멘:9,000원//차슈덮밥:8,000원/",11:00 - 21:30,4.2,141,https://mp-seoul-image-production-s3.mangoplate.com/185375_1424707987668,"자이로, 라멘, 인생, 수프, 맛있는"
216,136길육미,,서울시 강남구 논현동 107-34 2F,02-542-8899,퓨전 일식,민물장어 가마솥밥,18000,"민물장어 가마솥밥:18,000원//돼지고기 가마솥밥:12,000원//명란덮밥:9,500원//명란크림우동:10,000원//메밀김밥:9,000원/",14:00 - 18:00,4.4,97,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/213410_1465106655899793.jpg,"록, 김밥, 벅휘트, 강, 최"
217,르미엘,,서울시 마포구 연남동 260-2,02-6338-3700,이탈리안,루꼴라 피자,"23,000원","루꼴라 피자:23,000원//크림 리조또:17,000원//르미엘 샐러드:17,000원//마르게리따:18,000원//고르곤졸라:19,000원//",일-목: 12:00 - 01:00 금-토: 12:00 - 02:00,4.2,20,https://mp-seoul-image-production-s3.mangoplate.com/12689/937817_1563972792534_5179,"피자, 파스타, 연남, 맛있고, 하프"
218,맛차차,,서울시 성동구 성수동1가 685-450 그린랩 1F,010-9719-8707,카페 / 디저트,맛차 세레모니,12000,"맛차 세레모니:12,000원//맛차 블랑:6,500원//맛차 겐마이차:7,500원//맛차 젠자이:8,500원//맛차 푸딩:4,000원/",월요일 휴무,3.9,25,https://mp-seoul-image-production-s3.mangoplate.com/112555_1495427502803415.jpg,"말, 차, 티코스, 가공"
219,유자유김치떡볶이,,서울시 성북구 안암동5가 104-112,02-928-7754,기타 한식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 02:00,3.4,74,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/192686_1447119992436.jpg,"떡복키, 김치, 시트론, 위생, 쇼추"
220,압구정공주떡집,,서울시 강남구 신사동 569-31,02-516-3643,카페 / 디저트,흑임자떡,5500,"흑임자떡:5,500원/",00:00 - 24:00,4.5,101,https://mp-seoul-image-production-s3.mangoplate.com/93106/j8xy9s0l7b_o6i.jpg,"콩, 케이크, 블랙, 라이스, 케이크"
221,테일러커피,,서울시 마포구 연남동 224-57,02-3143-0355,카페 / 디저트,아메리카노,5500,"아메리카노:5,500원/",11:30 - 23:00,4.4,69,https://mp-seoul-image-production-s3.mangoplate.com/321569/457236_1495191769484_25923,"커피, 테일러, 모카, 크림, 파이"
222,복덕방,,서울시 마포구 망원동 414-14 1F,070-8864-1414,고기 요리,복덕방인생육회,25000,"복덕방인생육회:25,000원//두부김치:20,000원//골뱅이소면:25,000원//메밀전병:14,000원//수제떡갈비:13,000원/",화-금: 18:00 - 02:00 토: 17:00 - 02:00,4.4,103,https://mp-seoul-image-production-s3.mangoplate.com/490716_1512627670367185.jpg,"막걸리, 벅밀, 복덕방, 보스, 사진"
223,버바나,,서울시 마포구 동교동 197-15,02-332-2498,퓨전 양식,버바나 클래식 버거,"7,500원","버바나 클래식 버거:7,500원//버바나 시그니쳐 버거:13,500원//치즈 버거:6,500원//스파이시 치킨 버거:7,500원//와사비 새우 버거:10,000원//",15:00 - 17:00,4.2,14,https://mp-seoul-image-production-s3.mangoplate.com/499059_1595086299764236.jpg,"햄버거, 버거, 햄버거, 패티, 치킨"
224,비나케이크,,서울시 성북구 보문동1가 1-12 101호,02-953-7070,카페 / 디저트,아메리카노,"3,500원","아메리카노:3,500원//비나커피(인생커피 비엔나):5,500원//카페라떼:4,500원//바닐라라떼:4,800원//코코넛라떼:4,800원//",월-토: 10:00 - 20:00 일: 12:00 - 17:00,3.9,17,https://mp-seoul-image-production-s3.mangoplate.com/96294/714160_1486015714553_78852,"딸기, 케이크, 크림, 케이크, 편지"
225,노란상소갈비,,서울시 강남구 역삼동 823-6 1F,02-566-9290,고기 요리,업데이트 준비중입니다.,"18,500원","정갈비:18,500원//이동갈비:16,500원//생갈비:21,500원//뼈갈비탕:8,500원//",월요일 11:30 - 23:00,4.4,4,https://mp-seoul-image-production-s3.mangoplate.com/422274/682807_1598954071160_17089,"갈비, 쇠고기, 소매, 강남, 노랑"
226,라리에또,,서울시 성동구 행당동 16-12,02-2281-9241,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 22:00,3.9,29,https://mp-seoul-image-production-s3.mangoplate.com/49061/reviews/f1b8df67a702.jpg,"파스타, 한양, 대학, 레스토랑, 왕심리"
227,쓰리오브어스,,서울시 성동구 성수동2가 316-24,02-461-1233,다국적 아시아 음식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 24:00,3.8,25,https://mp-seoul-image-production-s3.mangoplate.com/1581890_1598874932799893.jpg,"아보카도, 프리스, 바, 남동쪽, 아시아"
228,브로일링커피컴퍼니,,서울시 마포구 신수동 93-17,02-712-8512,카페 / 디저트,HAND DRIP,"5,000원","HAND DRIP:5,000원//ESPRESSO:4,000원//BAKERY:변동//OTHERS:변동//",월-금: 11:00 - 21:00 토: 12:00 - 21:00,4.2,17,https://mp-seoul-image-production-s3.mangoplate.com/364177/881485_1597901333063_27868,"커피, 산, 캔들, 옥정, 추출"
229,프라이데이무브먼트,,서울시 성동구 성수동1가 656-1766,02-6012-4862,카페 / 디저트,아몬드크로와상,"5,000원","아몬드크로와상:5,000원//",월-금: 11:00 - 20:00 토: 12:00 - 21:00,3.9,27,https://mp-seoul-image-production-s3.mangoplate.com/272281/449685_1598496540649_14618,"카눌, 이동, 크로아상, 마들렌, 크로아상"
230,팩피,,서울시 성동구 성수동1가 656-947 102호,02-6052-7595,기타 양식,로제 스파게티,19000,"로제 스파게티:19,000원//포테이토 크림 링귀니:20,000원//고수 스파게티:20,000원//오징어 리가토니:22,000원// 비트 리조:24,000원/",11:30 - 22:00,4.5,122,https://mp-seoul-image-production-s3.mangoplate.com/882510_1516984909816099.jpg,"파스타, 오징어, 종이, 고수, 리가토니"
231,덕이손만두,,서울시 마포구 합정동 393-13,02-363-7008,국수 / 면 요리,만두전골 소,"30,000원","만두전골 소:30,000원//중:40,000원//대:50,000원//만둣국:9,000원//찐만두:6,000원//",매일 11:30 - 21:30,4.2,16,https://mp-seoul-image-production-s3.mangoplate.com/82397/bhbch_mbybs0xp.jpg,"만두, 샤부, 머쉬룸, 피, 덤플링"
232,오우,,서울시 마포구 동교동 203-56,02-322-9605,한정식 / 백반 / 정통 한식,BEEF 반상 (점심),17000,"BEEF 반상 (점심):17,000원//BEEF 반상 (저녁):17,000원/",11:30 - 21:30,4.2,50,https://mp-seoul-image-production-s3.mangoplate.com/supporters_admin/cciijwknrjsik2.jpg,"한국, 음식, 식사, 홍대, 레스토랑"
233,논현장어,,서울시 강남구 논현동 121,02-512-9278,해산물 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-토: 11:30 - 05:00 일: 11:30 - 23:00,4.3,15,https://mp-seoul-image-production-s3.mangoplate.com/66234_1508340946882418.jpg,"장어, 장어, 신선한 물, 총, 탄생일"
234,을밀대,,서울시 마포구 염리동 147-6,02-717-1922,국수 / 면 요리,물냉면,12000,"물냉면:12,000원//비빔 냉면:12,000원//회냉면:16,000원//녹두전:9,000원//수육 (소):30,000원/",11:00 - 22:00,4.2,330,https://mp-seoul-image-production-s3.mangoplate.com/1600_1435567043100,"평양, 누들, 냉,을밀대,명"
235,돈까스하우스,,서울시 성북구 안암동5가 101-2 2F,02-922-0430,기타 한식,하우스 돈까스,"6,000원","하우스 돈까스:6,000원//떡볶이 돈까스:6,000원//치즈 돈까스:7,000원//로스 까스:6,500원//",11:00 - 21:00,3.8,16,https://mp-seoul-image-production-s3.mangoplate.com/341127/1126105_1580884379671_1580884372011.jpg,"돼지고기, 커틀릿, 모짜렐라, 생선케이크"
236,청춘극장,,서울시 성동구 행당동 322-76,02-2294-6995,고기 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,14:00 - 24:00,4,13,https://mp-seoul-image-production-s3.mangoplate.com/49051/zbpgbv8t5ny2xu.jpg,"잠깐, 팔라체, 비즈니스, 원시, 도살"
237,빈브라더스,,서울시 강남구 역삼동 819-1 3F,02-568-8192,카페 / 디저트,유어커피,7000,"유어커피:7,000원//드링크:6,000원//테이크아웃:4,000원/",월-금: 10:30 - 21:30 토-일: 10:30 - 22:00,4.5,192,https://mp-seoul-image-production-s3.mangoplate.com/17447_1553443241877212.jpg,"카페, 콩, 커피, 공부, 형제"
238,테일러커피,,서울시 강남구 신사동 521-17 1F,02-511-0355,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 23:00,4.4,64,https://mp-seoul-image-production-s3.mangoplate.com/1123606_1551781156755184.jpg,"테일러, 커피, 파이, 홍대, 맛있는"
239,코레아노스키친,,서울시 강남구 신사동 657-11,02-547-4427,남미 음식,쓰리와이즈프라이즈,12000,"쓰리와이즈프라이즈:12,000원//토도스브리또:12,000원//까르네사다:3,500원/",일-수: 12:00 - 22:30 목-토: 12:00 - 23:00,4.4,89,https://mp-seoul-image-production-s3.mangoplate.com/13043/856645_1540115363863_92687,"멕시코, 타코스, 타코, 프리즈, 케사디아"
240,키친우라와,,서울시 성동구 금호동1가 132-6,010-9780-2352,정통 일식 / 일반 일식,치킨난바,"10,500원","치킨난바:10,500원//스페셜 사케동:12,000원//치킨 카라아게:9,000원//쇼가야키:10,500원//밀푀유 치즈 돈카츠:10,500원//",12:00 - 20:30,4.3,6,https://mp-seoul-image-production-s3.mangoplate.com/765692_1592566509163951.jpg,"30,동아스, 도난, 유치즈, 나바"
241,하쿠시,,서울시 강남구 논현동 5-12,02-6953-0313,정통 일식 / 일반 일식,제주 사시미,"20,000원","제주 사시미:20,000원//그릴 아와비 기모 라이스 :30,000원//치킨윙 트러플 아게야끼:21,000원//베오타 이베리코 스테이크 :30,000원//제주 아스파라거스 구이:12,000원//",18:00 - 01:00,4.4,8,https://mp-seoul-image-production-s3.mangoplate.com/363049/513273_1598426565029_9884,"하쿠시, 일본어, 미켈린, 스타트, 보우"
242,망원동즉석우동,,서울시 마포구 망원동 386-4,02-336-1330,라멘 / 소바 / 우동,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월: 17:00 - 04:00 화-토: 10:30 - 05:00 일: 12:00 - 22:00,4.4,84,https://mp-seoul-image-production-s3.mangoplate.com/191040/456417_1451890415327_160962,"우돈, 포크, 커틀릿, 커틀릿, 스파이시"
243,카페테리아 라루나,,서울시 성동구 성수동1가 685-208,02-465-3666,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,"








",3.8,7,https://mp-seoul-image-production-s3.mangoplate.com/420788/30348_1589028288305_250562,"핀초, 엘, 라루나, 테라스, 와인"
244,왕십리오리사냥,,서울시 성동구 행당동 317-31,02-2282-2838,닭 / 오리 요리,생오리구이(로스),"36,000원","생오리구이(로스):36,000원//양념주물럭:38,000원//오리훈제:40,000원//오리한방백숙:55,000원//오리뼈시래기해장국(점심식사):7,000원//",10:30 - 22:30,4,12,https://mp-seoul-image-production-s3.mangoplate.com/221849/26737_14438337869205057,"오리, 덕스, 로스, 오리탕, 머리"
245,백정돈공장,,서울시 성동구 성수동2가 310-1,02-462-8295,고기 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,17:00 - 24:00,4.1,15,https://mp-seoul-image-production-s3.mangoplate.com/268918/512536_1490184275055_16308,"배, 껍질, 돼지고기, 뼈, 고기"
246,프롬하노이,,서울시 마포구 망원동 411-8 1F,02-337-0301,베트남 음식,업데이트 준비중입니다.,"10,000원","퍼보:10,000원//하노이분짜:11,000원//반쎄오:13,000원//짜조:5,000원//통왕새우튀김:2,500원//",월-금: 11:00 - 21:00 토: 11:00 - 20:00,4.6,54,https://mp-seoul-image-production-s3.mangoplate.com/316690/qjwdjy72_brz5n.jpg,"퍼보, 반서, 스파이, 환자, 서"
247,성북동 빵공장,,서울시 성북구 성북동 330-105,02-762-3450,카페 / 디저트,아메리카노,4500,"아메리카노:4,500원/",10:00 - 22:00,3.2,34,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/653772_1483569510969047.jpg,"빵, 성북, 베이커리, 비싸고 맛있는"
248,올라보,,서울시 강남구 역삼동 648-9 강남N타워 1F,02-6250-0939,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-금: 08:00 - 21:00 토-일: 11:00 - 20:00,4.4,12,https://mp-seoul-image-production-s3.mangoplate.com/928256_1600135329545715.jpg,"샐러드, 단백질, 아보카도, 건강, 온라인"
249,BISTROT de YOUNTVILLE,,서울시 강남구 청담동 83-6 이안빌딩 1F,02-541-1550,프랑스 음식,런치4코스,65000,"런치4코스:65,000원//디너4코스:84,000원/",11:30 - 22:30,4.4,121,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/747755_1490231237192802.jpg,"욘트빌, 프랑스, 코스, 굿, 점심"
250,만뽀스키야키,,서울시 마포구 상수동 322-1,02-322-8979,기타 일식,런치 스키야키,13900,"런치 스키야키:13,900원//히토리 스키야키:19,000원//일품 스키야키 (예약 필수):30,000원//특선 스키야키 (예약 필수):50,000원//극상 스키야키 (예약 필수):120,000원/",11:30 - 21:30,4.2,9,https://mp-seoul-image-production-s3.mangoplate.com/355075/556897_1593913870276_12441,"스키야키, 만포, 모치, 코스, 고기"
251,로맨틱식탁,,서울시 성북구 동선동1가 54,070-7675-0411,일반 주점,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,17:00 - 24:00,3.6,15,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/516235_1459143380809638.jpg,"피자, 베이컨, 살라미, 크림, 파스타"
252,마하차이,,서울시 성동구 성수동2가 339-22 2F,02-468-5678,태국 음식,오믈렛팟타이,"10,000원","오믈렛팟타이:10,000원//푸팟퐁커리덮밥:12,500원//소고기쌀국수:8,000원//쏨탐:7,000원//톰얌꿍:10,000원//",월-금: 11:00 - 21:00 토-일: 11:30 - 21:00,4.6,37,https://mp-seoul-image-production-s3.mangoplate.com/699309_1591925712484404.jpg,"폰트, 오믈렛, 타이, 포티, 푸프"
253,갈십리,,서울시 성동구 행당동 19-108,010-9034-3939,카페 / 디저트,시그니처라떼,"5,500원","시그니처라떼:5,500원//바스크치즈케이크:7,000원//아메리카노:4,000원//로투스쉐이크:5,900원//말린과일차:5,900원//",10:00 - 24:00,4.2,19,https://mp-seoul-image-production-s3.mangoplate.com/47875_1596269105978634.jpg,"황심니, 카페, 라테, 바게트, 딸기"
254,소점,,서울시 마포구 연남동 487-278,010-6316-7739,철판 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-토: 11:00 - 01:00 일: 13:00 - 20:00,4.2,33,https://mp-seoul-image-production-s3.mangoplate.com/588110_1597828169081571.jpg,"오코노미야키, 히로시마, 보스, 타코야키, 그런 것"
